miRNA ID,Accession,SYMBOL,TargetID,Experiment,Literature,Tissue
hsa-mir-503-3p,MIMAT0022925,BRD7,29117,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-503-3p,MIMAT0022925,NRBF2,29982,PAR-CLIP,20371350,Unspecified
hsa-mir-503-3p,MIMAT0022925,PLXNA3,55558,HITS-CLIP,23824327,Unspecified
hsa-mir-503-3p,MIMAT0022925,PSMG2,56984,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-503-3p,MIMAT0022925,ODF2L,57489,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-503-3p,MIMAT0022925,NUFIP2,57532,PAR-CLIP,22100165,Unspecified
hsa-mir-503-3p,MIMAT0022925,SLC30A5,64924,HITS-CLIP,23313552,Unspecified
hsa-mir-503-3p,MIMAT0022925,L2HGDH,79944,HITS-CLIP//PAR-CLIP,20371350|21572407,Unspecified
hsa-mir-503-3p,MIMAT0022925,KLHL15,80311,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-503-3p,MIMAT0022925,C8orf37,157657,PAR-CLIP,23446348|22012620,Unspecified
hsa-mir-503-3p,MIMAT0022925,TMEM218,219854,HITS-CLIP,23824327,Unspecified
hsa-mir-503-3p,MIMAT0022925,PLCXD2,257068,PAR-CLIP,22100165,Unspecified
hsa-mir-503-3p,MIMAT0022925,SFT2D2,375035,PAR-CLIP,22012620,Unspecified
hsa-mir-503-3p,MIMAT0022925,FAM229B,619208,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ACVR2A,92,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PARP1,142,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,AP2B1,163,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ATP6V1E1,529,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CAPN1,823,PAR-CLIP,22012620|26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CCNT1,904,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,DCX,1641,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,DNM2,1785,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,E2F6,1876,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PHC2,1912,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,EFNB1,1947,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,EIF2S3,1968,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FOXC1,2296,PAR-CLIP,23592263|20371350|26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RAPGEF1,2889,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,HMGB1,3146,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,HMGA1,3159,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RBPJ,3516,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,IPP,3652,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,JARID2,3720,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NFE2L1,4779,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NFIC,4782,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NPM1,4869,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PLAGL2,5326,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PPP2R2A,5520,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PSD,5662,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RAB5B,5869,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RPL23A,6147,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RPL27A,6157,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,STK4,6789,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-5p,MIMAT0027518,UBTF,7343,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FAM193A,8603,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SNAP23,8773,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,VGLL4,9686,PAR-CLIP,23592263|23446348,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PUM1,9698,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,LAPTM4A,9741,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SERTAD2,9792,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,HMGXB4,10042,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FLOT1,10211,PAR-CLIP,23446348,Unspecified
hsa-mir-6809-5p,MIMAT0027518,DCAF7,10238,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,TACC2,10579,PAR-CLIP,23592263|23446348|22012620|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,TXNIP,10628,PAR-CLIP,23446348|27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,BLCAP,10904,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RAB32,10981,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SNRNP27,11017,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,LILRA2,11027,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,MAPRE1,22919,PAR-CLIP,23446348,Unspecified
hsa-mir-6809-5p,MIMAT0027518,KLHDC10,23008,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CLASP1,23332,PAR-CLIP,23592263|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SLC44A1,23446,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CBX6,23466,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NPTXR,23467,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,LDOC1,23641,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SULT1B1,27284,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CRCP,27297,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SNX24,28966,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ANKRD11,29123,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,THEM6,51337,PAR-CLIP,23592263|24398324,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PCSK4,54760,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,TMEM248,55069,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SETD5,55209,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,LMBR1L,55716,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ECHDC1,55862,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,MTFR1L,56181,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CLDND1,56650,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,DPYSL5,56896,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CASKIN2,57513,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PHF12,57649,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NSD1,64324,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ZDHHC6,64429,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,MRPL34,64981,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ARMT1,79624,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,AKIRIN1,79647,PAR-CLIP,23592263|24398324|21572407|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,QSER1,79832,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,MCMBP,79892,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-5p,MIMAT0027518,KLHL15,80311,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,C19orf12,83636,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SESN2,83667,PAR-CLIP,21572407|20371350|26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SYDE2,84144,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,TRAF7,84231,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,JAGN1,84522,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PARD6B,84612,PAR-CLIP,24398324,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PRRC2B,84726,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,NKD2,85409,PAR-CLIP,22291592,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FAM186A,121006,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SPPL3,121665,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-5p,MIMAT0027518,TMEM182,130827,HITS-CLIP,27418678,Unspecified
hsa-mir-6809-5p,MIMAT0027518,LIN54,132660,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FAM241A,132720,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,CCDC127,133957,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ASB6,140459,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,KRT80,144501,PAR-CLIP,23592263|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,PPM1L,151742,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,APLF,200558,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-5p,MIMAT0027518,AFG1L,246269,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,GPR137C,283554,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ZIK1,284307,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RPL7L1,285855,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,ZNF678,339500,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-5p,MIMAT0027518,SBK1,388228,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-5p,MIMAT0027518,FNDC9,408263,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-5p,MIMAT0027518,RNASEK,440400,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-5p,MIMAT0027518,C17orf99,100141515,HITS-CLIP,27418678,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ADPRH,141,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CRISP1,167,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,AQP3,360,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,AR,367,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,RHOG,391,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ASCL1,429,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ATIC,471,PAR-CLIP,22100165,Unspecified
hsa-mir-6809-3p,MIMAT0027519,BDKRB2,624,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZFP36L1,677,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CAMK2G,818,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CD86,942,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ENTPD5,957,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CDH8,1006,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CDK6,1021,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CSNK1A1,1452,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CSNK2A1,1457,HITS-CLIP,23824327|19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CST3,1471,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CYP1A1,1543,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CYP3A5,1577,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CD55,1604,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,DR1,1810,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ARID3A,1820,HITS-CLIP,21572407,Unspecified
hsa-mir-6809-3p,MIMAT0027519,DTX1,1840,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,EDN3,1908,PAR-CLIP,23708386,Unspecified
hsa-mir-6809-3p,MIMAT0027519,EIF2S1,1965,HITS-CLIP//PAR-CLIP,21572407|23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ELAVL3,1995,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,EMX2,2018,HITS-CLIP,23824327|27418678,Unspecified
hsa-mir-6809-3p,MIMAT0027519,EPHX2,2053,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GPC5,2262,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FHL2,2274,HITS-CLIP,23824327|19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FOXO1,2308,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FZD2,2535,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GABRA1,2554,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GALC,2581,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GATM,2628,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GFRA1,2674,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GPR26,2849,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MSH6,2956,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HDGF,3068,PAR-CLIP,26701625,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HIP1,3092,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HLA-DOA,3111,PAR-CLIP,22100165,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HMGB2,3148,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HNRNPU,3192,HITS-CLIP,22927820,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TLX1,3195,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HOXA13,3209,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HOXB5,3215,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FOXN2,3344,PAR-CLIP,23446348|21572407,Unspecified
hsa-mir-6809-3p,MIMAT0027519,IL5RA,3568,HITS-CLIP//PAR-CLIP,24906430|23824327|27292025,Unspecified
hsa-mir-6809-3p,MIMAT0027519,IL6R,3570,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,JAG2,3714,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KCNK2,3776,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,LTF,4057,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MAT1A,4143,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MEOX2,4223,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KMT2A,4297,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MYBPC1,4604,HITS-CLIP,23824327|28735896,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NARS,4677,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NFIX,4784,HITS-CLIP,23824327|19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NOVA2,4858,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NPTX1,4884,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,OPRM1,4988,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,P2RX7,5027,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PDGFA,5154,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PIK3CB,5291,HITS-CLIP,27418678,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PKHD1,5314,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PLCL1,5334,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SERPINF2,5345,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,POU2F2,5452,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PPEF1,5475,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PPP1R8,5511,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PKIA,5569,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PRKCB,5579,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PTPRN2,5799,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KDM5A,5927,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ATXN1,6310,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SGK1,6446,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SHOX2,6474,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TROVE2,6738,PAR-CLIP,27292025,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SSR3,6747,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,STAT3,6774,PAR-CLIP,23592263,Unspecified
hsa-mir-6809-3p,MIMAT0027519,STAT5A,6776,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TAL2,6887,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TBXA2R,6915,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TFRC,7037,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-3p,MIMAT0027519,THBS2,7058,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,THRB,7068,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SEC62,7095,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TNS1,7145,HITS-CLIP,24906430|23824327|19536157|27418678,Unspecified
hsa-mir-6809-3p,MIMAT0027519,UQCRB,7381,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,YWHAB,7529,HITS-CLIP,27418678|28735896,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZFX,7543,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZNF23,7571,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZNF90,7643,PAR-CLIP,23446348,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZNF99,7652,PAR-CLIP,22100165|21572407|20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZNF207,7756,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,DEK,7913,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MLLT10,8028,PAR-CLIP,22012620,Unspecified
hsa-mir-6809-3p,MIMAT0027519,C21orf33,8209,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TTF2,8458,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PARG,8505,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,DGKD,8527,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PLPP3,8613,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PTCH2,8643,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KCNK5,8645,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,VAMP8,8673,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,B3GALNT1,8706,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HRK,8739,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CD84,8832,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MTA1,9112,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KCNK6,9424,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SH3PXD2A,9644,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FAM53B,9679,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SEMA3E,9723,HITS-CLIP,23824327|19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZSCAN12,9753,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-3p,MIMAT0027519,JADE3,9767,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MAML1,9794,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,C2CD2L,9854,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FIG4,9896,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GOLGA5,9950,HITS-CLIP,23313552,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TRIM10,10107,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,RAD50,10111,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ABI2,10152,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ANGPTL7,10218,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,STX6,10228,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SPRY3,10251,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SF3A1,10291,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KLF2,10365,HITS-CLIP,23824327|19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TUBB4A,10382,PAR-CLIP,23446348,Unspecified
hsa-mir-6809-3p,MIMAT0027519,VAV3,10451,PAR-CLIP,21572407,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CELF1,10658,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,WASF3,10810,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,WDR3,10885,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SUGT1,10910,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PRSS21,10942,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,HNRNPA0,10949,PAR-CLIP,20371350,Unspecified
hsa-mir-6809-3p,MIMAT0027519,IFI44L,10964,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,DSTN,11034,PAR-CLIP,23446348|21572407,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NUPL2,11097,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PTPRT,11122,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PLA2G16,11145,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NUDT3,11165,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SEC63,11231,PAR-CLIP,22291592,Unspecified
hsa-mir-6809-3p,MIMAT0027519,KLF8,11279,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,FKBP9,11328,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,MTF2,22823,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,CPEB3,22849,HITS-CLIP,24906430|23824327|27418678,Unspecified
hsa-mir-6809-3p,MIMAT0027519,LMTK2,22853,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,IGSF9B,22997,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SIK2,23235,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,QPRT,23475,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,SGK3,23678,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,NDUFAF3,25915,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,PNKD,25953,HITS-CLIP,19536157,Unspecified
hsa-mir-6809-3p,MIMAT0027519,TSKU,25987,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,WSB1,26118,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,GAPVD1,26130,HITS-CLIP,23824327,Unspecified
hsa-mir-6809-3p,MIMAT0027519,ZBTB20,26137,HITS-CLIP,27418678|28735896,Unspecified
hsa-mir-6809-3p,MIMAT0027519,RSL1D1,26156,HITS-CLIP,23824327,Unspecified
