F1_H1	F1_H2	F1_H3	F1_N1	F1_N2	F1_N3	F2_H1	F2_H2	F2_H3	F2_N1	F2_N2	F2_N3	F3_H1	F3_H2	F3_H3	F3_N1	F3_N2	F3_N3
UBE2Q1-AS1	1.39734000626013	1.9385354649253	1.30178895975068	1.65366415740534	1.28262527465179	1.42932198583007	1.09235972650676	2.4881039292905	1.94121044415557	1.631679707776	1.66737756991746	1.44039962623774	1.92351979391836	1.39713010074748	0.854480009253398	1.51353604885301	1.63421525340636	1.87753350779342
MIR4258	3.53979591426745	3.9299890447357	3.50804680690951	3.31503720588649	3.69937562264246	3.03202273126187	2.72655535817089	2.41083709086398	3.54304170339201	2.55195561971078	3.15963522666843	2.78528541651855	3.37945829417304	3.08809876566607	2.69497620703439	3.25995023566212	2.78819847315674	3.59345098716924
MIR92B	1.80675811235856	2.21940269061647	1.28886815763299	2.05069671110686	2.48838410312615	1.79872710502734	1.67289744663832	2.2412175785941	2.43757775225579	2.04914300706495	2.01692157983385	1.5606040714545	2.1879689185901	1.88196312658436	1.59386077636249	1.37634825116752	1.93193308517822	1.98251727636573
POU5F1P4	2.67056760633339	2.99099281676994	2.82869643402898	2.7306678867876	2.35487629775255	2.34703038577612	3.51916354282074	2.2096821027136	2.78109251036062	3.29737495365498	3.30890307430964	2.93226775516264	3.24118588864345	2.93573510320656	2.27721273413674	3.13816701713407	2.56279519374031	2.71135672621029
MSTO2P	4.10538357492104	4.40344317731531	4.01197301988627	4.38003952095258	4.78592540442508	4.94131295847672	5.37905580012915	4.46640606541728	4.93201655571655	5.00566851495155	5.37071158033868	4.85588382524124	4.11710554509244	4.02552753606562	4.56781057428223	4.45680801658771	5.6378407337252	4.47295442370736
CYCSP52	2.51299974791013	2.92178823313114	2.74756817335227	2.97106164266646	2.91885554161026	2.88006387489639	2.26444608114359	2.40162655779509	3.01302786447844	2.61533400759637	2.57241100200573	2.7125191486991	2.54529045119037	2.55400089048741	3.13976122486735	2.94724472568751	2.90336351138409	3.12398949072707
LINC01133	5.1161691667086	4.79739712330528	5.23477678876521	4.23046960271896	4.54280147028891	4.50930823190222	2.51292560843023	3.185480122936	2.24041039474411	2.86514924953361	2.46853196354479	2.3655349209487	3.86589438622932	3.83309776718529	4.26957554333765	4.06241312311119	3.5685062067064	4.29068327734772
SUMO1P3	2.49498563785407	2.1479487150268	2.19567743010137	2.89984136550169	2.76501157958487	2.38873132889217	2.00141012584549	2.40853672174441	2.56498435084271	2.12078616610013	2.68869023224156	2.33712639035977	3.03026878546198	2.87592236745923	2.73972204631946	2.29817055249507	2.61548864990001	2.81947252671224
LOC101928372	1.95146229462246	2.83136722948115	2.74039570984474	2.93811799103178	2.24724661498435	1.97224816500623	2.57383039184732	2.63284757996202	2.38848978828776	2.09573951091589	2.12458067379304	2.13452336675271	2.59901099037769	2.06040642085548	2.28899650299325	2.42446616461332	2.18534735052831	2.07241837373049
MIR4654	4.39319482534389	4.45535738179949	4.5618724941383	4.91139794855402	4.96902382853089	4.90053922885841	4.8017645469875	4.93532978800263	4.39434387157211	4.32817868992316	4.79183151545803	5.01221823696035	5.13699141740609	4.7721049720441	5.027359071967	5.25008176880697	4.68486113943095	4.85157624948261
FMO9P	2.20296973398096	1.83977953600738	1.94586235740756	2.34697856925093	2.4027395746708	2.10625466139908	2.28195070750113	1.9051329872371	2.41060030090437	2.11785647551435	1.92539462547059	1.84180084823381	1.90220648976444	1.88147939207581	1.75779543103833	2.41023675913316	2.38810113088884	2.46291431194042
MIR557	3.14335045992397	4.04835463957315	3.77578046630232	3.45890218150744	4.12722873344821	3.26062429614569	3.60602568265421	4.2448740321737	4.28324681987682	3.79716781499581	3.58330952096484	3.68462128721771	4.10517967833625	3.93522025086438	3.76143106859456	3.68890438575202	3.47466766017352	3.88726199016434
LINC00626	1.78525567498697	1.86490947719851	1.94053697177658	1.57222869874049	1.41451099909278	1.53001101815414	1.25896005883673	1.44013761241271	1.89282518114285	1.48309771163178	1.81857333881016	1.75009541754647	1.40804148749681	1.48329257058304	1.57012606731215	1.47889947947724	1.25480979313873	1.64429529403041
MIR3120	3.14424520261641	3.56274301837947	2.7196325138959	2.88513451107943	2.96338721605514	2.74494854436336	3.14989372680748	3.42089245966319	2.70584411611931	2.28349940777824	2.66100045344724	2.58743258214219	3.07928478153614	3.40616340005436	2.78905523450553	3.28009251307295	2.88803129484961	3.25087701483123
LOC101928751	2.10039071210869	1.20945822591291	1.80799337521101	1.24300817734401	2.42682710230004	1.20102258450517	1.50585645111039	1.82454065006159	1.65089205877727	1.24015328937536	1.79815200870304	1.44336959103794	1.48870088154275	1.72755474081197	1.53344616115772	1.28737148319912	1.11544960781211	1.48411611500586
LOC102724661	1.84985154349754	1.67140976873582	1.13563882691541	1.6333388787259	1.92623557642048	1.75825438208901	1.80865458759627	1.18206641695651	1.57221785522141	1.30073620361562	1.37321595157376	1.34923229564833	1.30823652169137	1.5527318647636	1.30181567553465	1.89860680791859	1.24474275483209	1.14206793964121
LOC101928778	1.99854444117849	1.76895899172857	1.39194023505658	3.11920327342164	1.91280951984506	2.49919405527865	1.89025148875724	2.37829640128411	1.77457057235238	2.20371618729774	2.2997344119755	3.09024346317876	2.05953427602624	1.99553461083788	2.01813015887169	2.07831877607814	2.76185086468967	2.44814052688658
LOC284648	4.00041015158515	4.16215946062413	3.61889056752683	3.79198582990755	3.96315447854793	3.71684406487324	3.72883440437627	2.94608422243809	3.70965313405427	3.98680452260366	4.56846590589363	3.68378854410838	3.75080754852415	3.81970486135671	3.75340130621034	3.79861265076598	3.65275229878703	3.61124399089245
LINC01031	1.33493310222903	2.04262528228249	1.46888688300083	1.18451081545025	1.20253799187282	1.43952769762963	1.70426438506905	1.50003113392662	1.44296780849573	1.41163793182125	1.38846752510756	1.22094952796334	1.62282560435737	1.76623398762707	1.4222433326444	1.76445636936929	1.69341818999573	1.67262215321081
LOC101929224	5.12577306006881	5.36604716749302	5.07157806531904	4.51174173970044	4.70453646352837	4.36639814768424	5.64823143559464	5.45647909967161	5.73923012628398	5.45577857669076	5.1781716059636	5.4885867076528	5.43320163184165	5.16206945929984	5.13487157838647	4.38398927572506	5.11441206088522	4.93804083507663
MIR5191	4.47528491518015	4.49809565229215	4.90079877133498	4.39767027077711	4.81731923015167	4.83831371095968	4.5176890551782	4.67408211454744	4.31481176155147	4.72223171446197	5.04597781100281	4.59845093978309	4.36238653591362	4.33755374130646	4.2920335438277	4.67118873811151	4.71639093552244	4.46133498873806
MIR1231	3.92729857197605	3.60765082885332	4.06440215540394	3.93695664195495	3.66961123856061	4.06378643462628	2.90458037260489	4.03377598205546	3.80865257860585	3.22861525103447	4.02869827856821	2.98441732842824	3.67909534186186	3.74551558430744	3.82174038900569	3.67254533933673	3.6619741166191	4.1619450104421
MIR6740	1.96124203695245	1.67155973225965	1.31310507577481	1.11116038217295	2.45211440121624	1.90242700360889	1.72359695704064	1.80906258991804	1.9161933069803	1.831377953967	1.92425795361105	1.99965729224609	1.53161560765186	1.54383568571496	1.02186745637199	2.04305528520412	0.845815279414459	1.1612494501415
PTPRVP	2.98396498210073	2.66050699510193	2.42642488959578	2.75075587972536	3.03494215787686	2.84972692987566	2.80639014430428	2.56578989793428	2.42535807572794	2.15284345609818	2.53771131600951	2.03610905559403	2.58718880516085	2.42723410180102	2.61143615715864	2.91897184164995	2.33805749424336	3.17626394208588
PCAT6	4.79851964989756	4.41236078715672	4.50971228905332	4.1465590295537	4.26237909860443	4.3223863333166	5.96610792776802	6.40223995255743	6.00778023481426	6.00545791774061	5.70950902501622	5.55577840517155	4.62425353825081	4.58159331906041	4.87249421801387	4.4987568066058	4.28469103614743	4.26181412378657
LOC148709	3.68702472003522	4.05702490165007	3.64910106197805	3.74146918176081	4.17954354688967	3.8511896070936	3.99937998039961	3.88822464600578	4.00182592788704	3.72423542462555	4.06315567415054	3.98556594747689	4.02276739834209	4.09481879671916	4.35335747142267	4.23475529904105	3.39640337894558	3.40751891330308
SNORA77	3.34006124234861	3.08280474077324	2.82900381756229	3.16039189004346	3.28572321346621	2.85694084586726	3.72688875234093	2.98656284036199	3.44661541801641	3.18394085411094	3.36999236509272	2.95875693627485	3.45291384718338	3.45813822901734	3.32801306491601	2.58968888128018	2.60228830412619	3.20601409641233
LINC00260	3.37909700786399	3.00605547298123	3.83957548098053	3.28828169094138	3.72133419305768	3.34790352090163	4.90823829882822	4.56219825191493	5.07380421054578	3.49161103012264	4.03335589144078	4.04472439902377	4.11253057530363	3.62285740565431	4.42836491005141	3.88092979647792	3.79434505887307	4.31962204108822
LOC284581	1.70454165975243	2.14036407515673	2.34520767538246	2.86871843059239	2.34515331680978	1.98020911160084	1.84054667882238	2.48867089539423	2.26337786411938	2.65152862674272	2.5734851746168	1.71552121105307	2.17959174005986	3.23496434654801	2.59490595896233	2.18291293109451	2.47688867924898	2.44330088162144
LOC103021295	6.00303850517022	5.81535483541265	6.0396625999093	6.37690426153945	6.31302787861305	6.20319132458192	5.90882801439383	5.74811801224285	5.94213023641907	5.93277824126078	6.05350498236505	6.18461329730921	5.94725875283222	6.15530361760603	5.86641920782537	6.11662627757517	6.30870172280347	6.36736946651527
MIR6769B	3.64381758214781	3.91989656143509	3.48440948501711	3.5279846571546	3.80013214321752	3.63841306309996	2.56599606479277	3.12715013787534	3.20279994031334	2.50299545269529	3.32722343965347	3.32051742956657	3.0559423446756	3.7908975920481	3.12281588427214	3.62495585430217	3.0828195017048	3.28098877077261
LINC00467	3.28169841267215	3.55350084188646	2.93866812976179	3.57671218262077	3.79878243333334	3.42369710909572	3.35058617686277	3.2358700395708	3.12497512797918	2.92693170743512	3.51281953803062	3.51731751576704	3.52733926647232	2.83770411766481	3.32282501887917	3.34762445158806	3.05638780027447	3.4157300457024
LOC105748977	2.41353409509198	2.2719268833307	2.30246758563042	2.39874826866669	2.44318697258721	2.4655793756077	2.07971071865785	1.88510733822133	1.96608142246755	2.21301830911379	2.21754378383407	2.73179068977009	2.4260869274533	2.14220791033801	2.6753185426839	2.44240381849383	2.30575893638298	2.15817025498325
SNORA16B	1.21293419593997	1.11264131902248	1.57581947322086	1.71859384263661	2.16151571082332	1.61450010232466	2.03465233449153	2.34981053997766	1.65045716069229	1.64577442554689	2.03211804004368	1.2223018738327	2.02095765618722	1.11428692025228	1.73678092758428	1.62931625851874	1.85502002472684	1.45398374887607
LINC01352	1.33200573732386	1.54477099682979	1.48047863290279	1.75364936416847	1.75778326605977	1.92986343010717	1.69167524451264	2.06741265709203	1.44465168211713	1.72047547718802	1.68322432303248	1.88484714876623	1.6654880736757	1.61946258065379	1.70128508951972	1.47823056369041	1.60179666924953	1.60913789537864
LOC101927164	2.20354148110202	2.05066924540751	2.42669856583222	2.1646731140997	1.84061091379157	2.22473706985155	2.2351342197705	2.57769750990552	2.04670105106065	2.59483408659815	2.4828837238982	1.61483427359546	2.04154330435486	1.9715947348353	1.79562599342907	2.43346291424972	2.42722679770134	2.25228371840604
LOC101927478	1.33144670673896	2.14929690955614	1.40430565586683	2.0046576619822	0.984488411753957	1.52079207547995	1.5673409277145	1.31697292648611	1.59408677466881	1.77881203151134	1.9146615517985	1.0584120465107	1.22798062815947	1.29300158179683	1.23617916414655	1.63854868169729	1.18435005948441	1.43962772742032
LOC101927604	2.07314274094151	2.55153328014412	2.41636429937347	3.12514445406118	2.19878117966319	2.10921552177243	2.39295904048128	2.81404776157271	2.53738738614652	2.01823276509454	2.38259975098883	2.48018445129119	2.66855979711895	2.76790935796198	2.50690829386878	3.06311408049467	2.5857524241216	2.7640840913914
DISC1-IT1	2.13424425630821	1.92671601787025	2.2067073281894	2.67036862877882	1.8423663817688	1.62303786617254	2.2241941542631	2.61540867579044	2.98868503046694	1.70187499727445	2.66182994534248	2.14161387651072	2.76672374229135	2.3649891567725	2.24662022355398	2.29000200324209	2.19533108167024	2.72200607923193
LOC100130331	3.98373833946331	4.10663743042901	4.17635256412985	3.58028507075621	4.16749090636657	3.55015294656388	3.81148710141847	3.65048536410132	4.49802190880944	3.71398982902955	4.02255488696661	3.98354970953969	4.27178369593312	3.68065969205652	4.44755773510834	3.83490582519528	4.61329951352777	4.21981991384797
MIR4677	0.943157301006697	1.36460565384434	1.40802903040756	1.09223196315682	0.97264534715717	1.34737740874863	1.12439421278848	0.914413014500986	1.00514062772719	1.37924935518528	0.868281184682552	1.57546762369541	1.1817050033219	1.4319632838278	1.42094791406675	1.64212747257619	0.86982115972483	0.883225770522883
LOC339529	1.68186187217466	1.40746678917519	1.89838691702328	1.29280549725258	1.63722521632077	1.36542917457109	1.81855646355161	2.27268096349156	1.43273984967366	1.49269676020011	1.84244181524575	1.7830636956072	1.48892545796531	1.57545457405647	1.25281796214023	1.34536800340384	1.06331613448618	1.5361770752017
OR2M1P	1.98841601816965	2.61405111759497	1.71588184847745	2.00541980112993	1.99345519402902	1.90971371139909	2.60505238773725	2.79430429276741	2.44780572154577	2.00899319444106	2.71097620845132	2.6104039004174	2.46134956201	1.74121047824299	1.77589173047189	2.00027215006946	2.05244227813482	2.02709476945035
LOC101928226	1.63884635095251	1.7349366181613	1.85521359395499	1.61663792803995	1.26805943073769	1.57631720543157	1.74828198923513	1.68252017956261	1.81415902260255	1.5007151102759	1.73346273017064	2.01940270624516	1.84938289282156	1.4060511609565	1.34512522235969	1.42233304110999	1.18806516296221	1.63392289294753
MIR3124	1.76104369230514	1.81646277898521	1.68880466835487	1.83541162853844	1.69532357116034	1.6984903351722	2.61250302461017	2.28330973510921	2.32975275151558	2.03156517433934	2.3124093751133	2.29005972110878	1.24929242798312	1.79790614192866	1.54033154277714	2.31377042761483	1.51618162149263	1.63796970432049
WASH7P	5.53172174868391	5.63422189597867	5.17249568098237	5.37576370822166	5.54665294457983	5.26827746909508	5.68751813964077	5.78212097701157	5.6175850840369	5.87424333134132	5.96768526940448	5.67508239938574	5.62071039657686	5.70877849517833	5.87145911582023	5.84136900495943	5.83001799813715	5.7801017886506
LOC729737	4.32377860882844	5.04028206119584	4.12913522451128	3.92622665482184	4.3937702830177	4.46921655989419	5.23761134885786	5.97657275448963	5.38163755684945	5.55798309327616	5.19632027375769	5.16729994052976	5.28831310049042	5.03049187649521	5.20571479281714	4.85065707106508	5.14276563587858	5.22140063581271
MIR6859-3	4.88898117875362	4.88615643440463	4.51194583545017	4.81274254756881	4.73187617810653	4.31513461543274	4.89679743113648	4.88610256474123	4.96983437260879	4.79957330913783	5.07579658715646	5.15956645725638	5.12784134369121	5.30494404915888	5.16591858337051	5.28486420840788	5.03800804798194	5.35284598041926
FAM138D	2.14106658907184	1.69093879569735	1.43148134446826	1.29746011393448	1.56038433791717	1.44952875080867	1.65246494679805	0.940399197146403	2.46034859540756	1.39844335829184	1.77070575485954	2.10341818718305	1.96651025342049	1.5581742198353	1.63553416884765	1.95777804866201	1.6429763740372	2.68440068498231
LINC00115	4.20015637699075	4.22899404135862	4.26024604346638	3.74794559337688	4.37521766703064	3.99367896526629	4.69715716113539	4.58879881736597	4.58221406465697	4.50551526142722	4.07971309865128	4.47039260845057	4.65823275889041	4.40955917552578	4.49640306869806	3.92031046376606	4.12572764447241	4.678645250771
FAM41C	4.25281720898739	3.82880518166345	4.80426121663528	4.3626093250025	4.29773648109702	4.2085781852048	5.82329721517516	5.62901805670139	6.26592903347086	5.60960832183175	4.98601089700809	5.18306234755177	4.96368169417741	4.53135726584186	5.31807941979183	4.43400665584705	5.10241344190209	4.62890209097187
LOC100130417	3.9183785324859	3.95206883370828	3.89478787547593	3.31743312223458	3.85061548965087	3.95221957461547	3.47305718510725	3.4028874541986	3.18113550713068	3.25070556600606	3.56602479713129	4.05222604033832	3.67475525917579	4.28239375629324	3.60829060325418	3.09496201800959	3.50152177611737	3.57987527012882
MIR6726	2.31066027774564	2.24259355107241	1.88016546638184	1.96576220601676	2.41446768133841	2.1559873046585	2.03502907000124	2.06171835551576	2.48652080457093	2.49780389235384	2.1499768119061	2.18017154656142	2.15744496467996	1.84373284322673	2.5148305864983	2.52546355697823	2.54230332284807	3.04208343679257
LINC00982	1.95834079257461	2.17806033815476	2.4210607916362	1.75330942695492	2.15521207594069	2.54149635382307	1.78348675431008	2.0142021662723	2.53101531174936	1.93774275454593	1.58926977400313	2.09735871808854	2.55797046704696	1.64988507310674	2.33482758539504	1.88374028743436	2.17260133117162	1.78925823955942
MIR551A	2.22014861904272	2.6107188765368	3.11080176838736	2.19835418115298	3.20712358326463	2.78053960041885	2.54113860192677	2.51535625958585	2.32756221932426	2.18836106085137	2.47484335214138	2.75207413005043	2.50196252078258	2.99287856629735	2.78579617363474	2.72177801972575	2.36540837118676	2.69334118246496
TP73-AS1	3.83091274742792	2.93409217566926	3.06581113884705	3.6218952109283	3.04992903079372	3.71906204260134	2.88007659565874	3.14543338897217	3.70947552069209	3.65298340570549	3.63467084796845	3.29860561059971	4.2908576850466	3.59535886618261	3.34624672199222	3.66506015771881	3.81845115132754	3.71473714839469
LOC102724450	3.44752271149152	3.6954684922628	4.03725134461782	3.41413845293352	3.95501897502891	3.36943316552181	3.60818813855018	3.33243937141708	3.78061554771714	4.36466089690831	4.05582093363294	4.4150588105727	3.74420564236478	3.53647462832179	4.10538171938728	4.40583588999169	3.36001028563522	4.28340569273553
MIR6728	3.88404527409623	4.48323744062561	4.16454565716381	4.37769397789652	4.27594618698115	4.49240378831805	4.74805039695917	3.3856069843315	4.83273531583697	4.41531930721475	4.11252579198383	3.74255912686816	4.03362663646526	4.46978805131622	4.56190042175435	4.94717139658546	4.69791855458383	4.36936193769527
LOC100506022	3.30453096450469	3.33417392520642	2.89369731841127	3.08846461017982	3.48725270542059	3.55193595506284	2.87220259094113	2.19230184835035	3.1813874064811	3.46624075143896	3.58253476445888	2.67383220425893	2.81294252139406	2.62076242258334	2.59005961638815	3.08840719132093	3.23420653728716	2.9881102153271
TMEM51-AS1	1.93254248003276	1.6049159361474	2.64615776361368	2.27769691763482	2.76781597546921	1.16280711134522	1.17640438121261	1.28926585952601	1.9110215514829	1.52243998613758	2.71849402895703	1.65103826044686	2.12858899234975	1.93861147434342	1.94098326833472	1.84539656033528	1.81313667640867	1.93271555769833
FLJ37453	2.19841128394503	2.73890748964925	2.43641488710448	1.98162406818001	2.45250275759157	2.367113442769	2.00479954146334	2.50199683401572	2.25488792285626	2.09937095800747	2.14943529135598	2.64240968634591	2.37116933773167	1.99666154779436	2.2782772031342	2.67433491818403	2.42353702690755	2.24151983838717
CROCCP3	6.17216071626207	6.16039954732873	5.84654310537936	5.94359242638255	6.17186455447576	6.46092050310029	6.10764740906674	6.07426697520798	5.92560919705626	5.79197676033826	6.28072249995734	6.61892326663579	6.35889660309708	5.83144068371403	6.01624421424847	6.38017071304432	6.14194843417938	6.41014004785816
